"","age","ed","union","employ","income","debtinc","creddebt","lncreddebt","othdebt","lnothdebt","default","jobsat","marital","spoused","spousedcat","reside","pets","pets_cats","pets_dogs","pets_birds","pets_reptiles","pets_small","pets_saltfish","pets_freshfish","homeown","cars","carown","carbuy","commute","commutetime","commutecar","commutemotorcycle","commutecarpool","commutebus","commuterail","commutepublic","commutebike","commutewalk","commutenonmotor","telecommute","reason","polview","polparty","polcontrib","vote","card","cardtype","cardbenefit","cardfee","cardtenure","card2fee","card2tenure","carditems","card2items","card2spent","active","tenure","churn","longmon","lnlongmon","longten","tollfree","tollmon","lntollmon","tollten","lntollten","equip","equipmon","equipten","callcard","cardmon","lncardmon","cardten","lncardten","wireless","wiremon","lnwiremon","wireten","lnwireten","multline","voice","pager","callid","callwait","forward","confer","ebill","owntv","hourstv","ownvcr","owndvd","owncd","ownpda","ownpc","ownipod","owngame","ownfax","news","response_01","response_02","response_03","townsize","gender","birthmonth","jobcat","retire","hometype","addresscat","cartype","carvalue","carbought","card2","card2type","card2benefit","bfast","internet","Customer_cat"
"3888",29,19,0,3,16,2.6,0.05,-2.91,0.36,-1.02,0,2,0,-1,-1,1,3,3,0,0,0,0,0,0,0,6,0,1,1,22,1,0,0,0,0,0,1,0,0,0,9,5,0,1,1,4,2,3,0,9,1,8,9,4,47.26,1,23,0,5.3,1.67,130.9,0,0,2.44,0,5.43,1,34.4,750.35,0,0,1.83,0,4.65,1,28.1,3.34,624.15,6.44,1,1,1,0,0,0,1,1,1,21,1,0,1,1,1,1,1,1,0,0,0,0,"4","1","July","4","0","1","3","1","6.1","0","3","3","3","1","0","low_spend_cust"
"3897",74,19,1,37,27,2.6,0.63,-0.47,0.08,-2.59,0,4,0,-1,-1,1,1,1,0,0,0,0,0,0,1,4,1,1,1,34,1,0,1,0,0,0,0,1,0,0,9,3,1,1,0,3,4,4,0,40,0,30,6,3,63.69,0,72,0,62.5,4.14,4390.15,1,37.25,3.62,2633.3,7.88,0,0,0,1,21.5,3.07,1460,7.29,0,0,2.95,0,7.2,1,0,0,0,0,0,0,0,1,22,1,1,1,1,1,0,0,0,1,0,0,0,"2","1","August","6","1","1","5","0","9.8","0","2","3","2","2","0","low_spend_cust"
"3898",28,10,0,1,25,9,0.09,-2.43,2.16,0.77,0,2,1,13,2,3,8,1,0,0,0,0,0,7,1,2,1,0,1,25,1,0,0,0,0,0,0,0,0,0,9,2,0,0,0,5,3,4,0,10,0,10,16,6,180.88,1,69,0,39.2,3.67,2683.15,0,0,2.14,0,6.38,1,28.15,1906.35,1,20,3,1360,7.22,0,0,3.02,0,7.24,1,0,0,0,0,0,0,0,1,26,1,1,1,0,1,1,1,0,1,0,0,0,"1","1","May","2","0","1","2","0","11.5","1","2","2","4","1","1","medium_spend_cust"
"3899",65,8,1,32,125,6.1,2.41,0.88,5.22,1.65,0,4,0,-1,-1,1,0,0,0,0,0,0,0,0,1,3,1,0,1,29,1,0,0,0,0,0,0,0,0,0,1,6,0,0,1,2,1,4,0,37,1,29,8,3,102.98,1,71,0,38.75,3.66,2761.55,0,0,2.6,0,6.8,0,0,0,1,18.25,2.9,1280,7.15,0,0,2.83,0,7.04,1,0,0,1,0,1,1,0,1,29,1,1,1,0,0,1,0,0,1,0,0,0,"2","1","December","5","0","1","5","1","46.2","0","4","3","3","1","0","medium_spend_cust"
"3903",40,18,1,9,84,2.9,0.54,-0.62,1.9,0.64,0,3,0,-1,-1,1,0,0,0,0,0,0,0,0,1,2,1,1,3,22,0,0,1,1,0,1,0,1,0,0,2,5,0,0,0,4,3,4,0,18,0,17,9,7,322.38,0,42,0,8.5,2.14,349.2,1,26.5,3.28,1078.75,6.98,1,34.85,1339.7,1,10.5,2.35,440,6.09,0,0,2.64,0,6.43,1,1,0,1,0,1,1,0,1,20,1,1,1,0,1,1,1,0,1,0,0,0,"4","1","July","6","0","4","3","1","33.6","0","1","1","1","3","3","medium_spend_cust"
"3905",38,14,0,5,31,7.7,0.66,-0.41,1.72,0.54,0,5,1,11,1,5,1,1,0,0,0,0,0,0,1,4,1,1,1,25,1,0,0,1,0,0,0,1,1,0,9,3,0,0,0,2,2,4,0,7,0,3,9,8,309.11,1,23,0,7.05,1.95,142.3,0,0,2.2,0,5.21,0,0,0,0,0,1.98,0,4.94,0,0,2.64,0,5.57,0,0,0,0,0,0,0,0,1,17,1,1,1,0,0,1,0,0,0,0,0,0,"4","1","June","1","0","3","3","1","17.3","0","1","3","4","1","0","medium_spend_cust"
"3906",37,19,1,4,84,17.4,2.43,0.89,12.19,2.5,1,3,0,-1,-1,4,0,0,0,0,0,0,0,0,1,2,0,0,1,24,1,0,0,1,0,0,0,1,0,0,9,6,0,1,1,4,2,3,1,13,0,7,13,2,45.54,1,25,1,6.3,1.84,175.3,1,25,3.22,674.35,6.51,1,42.4,983.45,1,6.25,1.83,135,4.91,1,43.95,3.78,1061,6.97,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,1,1,0,0,0,0,"1","1","September","1","0","1","3","1","39.9","1","3","2","3","2","3","medium_spend_cust"
"3914",26,20,1,0,31,8.3,1,0,1.57,0.45,1,1,0,-1,-1,1,5,0,0,0,0,0,0,5,1,2,1,0,1,22,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,2,2,0,8,1,7,9,3,65.05,1,25,1,6.55,1.88,163.4,1,25.75,3.25,698.2,6.55,1,57.2,1304.55,1,26,3.26,645,6.47,1,82,4.41,1891.05,7.54,1,1,1,1,1,1,1,1,1,22,1,1,1,1,1,1,1,1,0,0,1,0,"3","1","August","4","0","3","2","1","13.5","0","4","2","1","1","4","medium_spend_cust"
"3918",59,14,1,27,56,3.2,0.39,-0.95,1.41,0.34,0,5,1,14,2,4,0,0,0,0,0,0,0,0,1,3,1,1,1,30,1,0,0,0,1,1,0,0,0,0,9,5,0,0,1,1,3,4,0,35,0,27,12,3,96.72,0,67,0,23.25,3.15,1538.2,1,29,3.37,1942.6,7.57,0,0,0,1,39.25,3.67,2675,7.89,0,0,3.18,0,7.38,1,0,0,0,1,1,0,0,1,20,1,1,1,0,0,1,0,0,1,0,0,0,"5","0","July","6","1","3","3","0","29.5","0","4","1","4","2","0","medium_spend_cust"
"3919",44,16,0,15,74,10.2,4.16,1.43,3.39,1.22,0,5,0,-1,-1,1,3,0,0,0,0,0,0,3,1,4,1,1,1,15,1,0,0,0,1,0,0,0,0,1,9,3,0,0,1,4,4,4,1,9,0,8,8,3,189.08,1,16,1,5.05,1.62,89.3,1,30.75,3.43,501.9,6.22,1,41.65,618.35,1,21.75,3.08,340,5.83,1,31.3,3.44,503.1,6.22,1,1,1,1,1,1,1,1,1,20,1,1,1,1,1,0,0,1,0,0,0,0,"1","0","November","3","0","1","4","0","37.9","1","1","2","3","3","0","medium_spend_cust"
"3921",43,16,0,13,203,11.8,2.56,0.94,21.39,3.06,0,5,1,14,2,3,0,0,0,0,0,0,0,0,1,3,1,0,1,23,1,1,0,0,0,0,0,0,0,0,9,4,1,0,0,2,4,1,0,7,0,10,13,6,299.93,1,23,1,8.7,2.16,170.5,0,0,2.44,0,5.38,1,32.3,720.65,0,0,2.55,0,5.52,0,0,2.72,0,5.6,1,0,0,0,0,1,1,1,1,21,1,1,1,1,1,0,1,0,0,0,0,0,"1","1","August","6","0","1","3","1","90.7","0","1","2","4","3","3","high_spend_cust"
"3925",35,11,0,2,40,6.6,0.11,-2.2,2.53,0.93,0,1,1,7,1,3,6,0,0,0,0,0,0,6,1,0,-1,0,8,22,0,0,0,0,0,0,0,1,0,0,1,2,0,1,1,1,2,3,0,17,0,17,14,5,167.92,1,63,0,22.95,3.13,1450.55,0,0,2.55,0,6.59,0,0,0,1,14.25,2.66,895,6.8,0,0,2.89,0,7.1,0,0,0,0,0,0,0,0,1,21,1,1,1,0,0,1,0,0,1,0,0,0,"2","1","May","2","0","1","3","-1","-1","-1","2","2","4","1","0","medium_spend_cust"
"3939",54,14,0,24,79,8,1.57,0.45,4.75,1.56,0,5,0,-1,-1,1,2,0,0,0,0,2,0,0,0,3,1,0,1,18,1,0,0,1,0,0,0,0,0,0,1,3,0,1,1,1,4,3,0,30,0,24,7,4,168.59,0,57,0,15.3,2.73,910.5,1,39,3.66,2302.55,7.74,0,0,0,1,12.25,2.51,765,6.64,1,32.55,3.48,1771.1,7.48,1,0,0,1,1,1,1,0,1,15,1,1,1,0,0,0,0,0,1,0,0,0,"1","0","July","6","0","2","4","0","36.6","1","4","4","3","3","0","medium_spend_cust"
"3948",39,22,1,4,61,11.5,3.18,1.16,3.84,1.34,1,4,0,-1,-1,3,0,0,0,0,0,0,0,0,1,1,0,0,1,25,1,0,0,1,0,0,0,0,0,0,9,6,0,0,1,2,1,3,0,7,0,7,11,7,120.92,0,20,1,6.35,1.85,139.3,0,0,2.48,0,4.2,1,33.35,642.15,0,0,1.5,0,3,0,0,2.72,0,4.6,1,1,0,0,0,0,0,1,1,14,1,1,1,0,1,1,1,1,1,0,0,1,"1","0","June","2","0","1","3","1","39.4","1","4","2","1","1","3","low_spend_cust"
"3969",23,17,0,0,22,17.9,1.97,0.68,1.97,0.68,0,1,0,-1,-1,3,2,0,2,0,0,0,0,0,0,2,1,1,4,23,1,0,1,1,1,0,0,1,0,0,9,4,1,0,1,4,1,1,0,5,1,5,4,2,44.99,0,57,0,5.45,1.7,305.8,1,40,3.69,2293.1,7.74,1,49.25,2793.15,1,41.25,3.72,2315,7.75,1,39.3,3.67,2160.65,7.68,1,1,1,1,1,1,1,0,1,17,1,1,1,1,1,1,1,0,1,0,0,0,"2","1","May","2","0","1","1","1","9.7","0","2","1","2","3","4","low_spend_cust"
"3972",27,10,0,8,25,12.7,0.73,-0.31,2.44,0.89,0,5,1,8,1,2,4,0,0,0,0,0,0,4,1,3,0,0,1,11,1,0,0,1,0,1,0,0,0,0,9,4,0,0,0,3,2,2,0,4,0,4,9,3,68.3,1,18,0,7.6,2.03,135.7,0,0,2.25,0,4.52,0,0,0,0,0,1.66,0,3.81,0,0,2.82,0,5.16,0,0,0,0,0,0,0,0,1,17,1,1,1,0,0,1,1,0,0,0,0,0,"5","1","January","6","0","1","1","1","11.2","1","2","4","4","3","0","low_spend_cust"
"3978",47,17,0,3,71,3.6,0.71,-0.35,1.85,0.62,0,2,1,14,2,5,2,2,0,0,0,0,0,0,1,2,1,0,1,18,1,0,0,0,0,0,0,0,0,0,9,5,1,0,0,1,3,3,0,29,1,21,11,1,65.42,0,60,0,20.8,3.03,1258.2,0,0,2.51,0,6.6,0,0,0,1,31.25,3.44,1815,7.5,0,0,2.83,0,6.97,0,0,0,0,0,0,0,0,1,29,1,1,1,0,1,0,0,0,1,0,0,0,"1","1","March","2","0","1","4","1","20.2","1","4","2","2","3","0","medium_spend_cust"
"3979",71,14,0,17,49,16,4.51,1.51,3.33,1.2,0,5,0,-1,-1,1,0,0,0,0,0,0,0,0,1,3,1,1,1,41,1,0,0,0,0,0,1,0,0,0,9,2,0,1,0,4,3,3,0,25,1,20,12,3,93.02,0,56,1,15,2.71,779.15,1,24.25,3.19,1396.6,7.24,0,0,0,1,14.5,2.67,830,6.72,0,0,2.69,0,6.8,0,0,0,0,1,1,1,0,1,21,1,1,1,0,0,1,0,0,1,0,0,0,"5","1","February","1","0","3","5","1","30.4","0","1","3","2","3","0","medium_spend_cust"
"3987",40,19,0,5,25,13.3,0.46,-0.77,2.86,1.05,0,2,0,-1,-1,1,5,2,0,3,0,0,0,0,0,3,1,0,1,27,1,0,0,1,0,0,1,0,0,0,9,2,1,1,0,4,4,1,0,23,1,16,7,4,91.37,1,48,0,9.5,2.25,447.35,1,19.5,2.97,929.9,6.84,0,0,0,1,36.5,3.6,1715,7.45,1,34.4,3.54,1549.1,7.35,1,1,0,1,1,1,1,1,1,18,1,1,1,1,1,0,1,0,0,0,1,0,"1","1","May","5","0","2","3","1","10.3","0","1","2","4","1","3","medium_spend_cust"
"3988",44,14,1,15,80,0.4,0.08,-2.48,0.24,-1.44,0,2,1,10,1,2,2,0,2,0,0,0,0,0,1,3,1,1,1,27,1,1,0,1,0,0,1,1,0,0,9,6,1,1,1,3,2,3,0,11,0,16,9,6,143.09,0,33,1,11.6,2.45,403.6,1,20.25,3.01,675.65,6.52,1,42.7,1372.55,1,10,2.3,300,5.7,1,31.55,3.45,981.35,6.89,1,1,1,1,1,1,0,1,1,6,1,1,1,1,1,1,1,0,1,0,0,1,"4","1","January","6","0","1","4","1","33.5","0","4","2","2","2","3","low_spend_cust"
"3990",48,16,0,14,86,6.1,0.18,-1.72,5.07,1.62,0,4,1,13,2,2,13,1,0,0,0,0,0,12,1,4,1,0,1,19,1,0,0,0,1,0,0,1,0,0,9,2,1,1,1,4,2,1,0,30,0,23,15,4,72.6,0,65,0,21.35,3.06,1378.1,0,0,2.46,0,6.6,0,0,0,1,22.5,3.11,1330,7.19,0,0,2.89,0,7.09,1,0,0,1,0,0,0,0,1,22,1,1,1,0,0,0,0,0,1,0,0,0,"3","0","August","6","0","1","5","0","37.1","0","2","3","3","2","0","medium_spend_cust"
"4002",31,19,0,1,21,3.2,0.32,-1.15,0.36,-1.03,0,1,0,-1,-1,1,7,0,0,0,0,0,0,7,0,2,0,0,7,22,0,0,0,0,0,0,1,0,0,0,9,3,0,1,1,1,4,2,0,1,0,1,9,8,189.14,1,2,1,3.7,1.31,5,0,0,2.3,0,3.54,1,24.75,36.05,0,0,1.32,0,2.25,0,0,2.82,0,4.02,0,0,0,0,1,0,0,1,1,17,1,0,1,0,1,1,1,0,0,0,0,1,"2","1","October","1","0","2","3","1","11.8","1","4","1","2","3","1","medium_spend_cust"
"4005",25,16,0,1,31,1.5,0.09,-2.39,0.37,-0.99,0,3,1,13,2,3,1,1,0,0,0,0,0,0,1,2,0,1,1,25,1,0,0,1,0,0,0,0,0,0,9,5,0,0,0,4,2,2,1,3,0,3,12,9,151.75,0,9,0,4.1,1.41,36.05,1,20,3,167.9,5.12,0,0,0,1,23,3.14,180,5.19,0,0,2.68,0,4.61,0,0,0,1,1,0,1,0,1,17,1,1,1,0,0,0,0,0,1,0,0,0,"3","0","October","1","0","1","2","1","13.5","0","3","2","1","3","0","medium_spend_cust"
"4018",45,12,0,2,30,12.3,1.09,0.08,2.6,0.96,1,5,1,14,2,4,6,0,0,0,0,0,0,6,1,3,0,1,1,16,1,0,0,0,0,0,1,0,0,1,9,5,0,0,0,3,2,4,0,9,0,7,7,4,164.44,1,18,0,7.4,2,110.05,0,0,2.35,0,5.1,0,0,0,0,0,1.66,0,4.32,0,0,2.72,0,5.42,0,0,0,0,0,0,0,0,1,18,1,1,1,0,0,0,0,0,1,0,0,0,"1","1","June","2","0","1","3","0","15.2","1","5","2","3","1","0","low_spend_cust"
"4021",23,10,0,2,35,4.5,0.61,-0.5,0.97,-0.03,1,2,1,10,1,3,0,0,0,0,0,0,0,0,0,0,-1,1,4,26,0,0,0,1,0,0,0,1,0,1,9,2,1,0,0,2,4,2,1,5,0,5,11,4,77.44,1,44,0,8.9,2.19,361.8,1,31.25,3.44,1391.45,7.24,0,0,0,1,26.5,3.28,1155,7.05,0,0,2.54,0,6.44,0,0,0,1,1,0,1,0,1,18,1,1,1,0,0,0,0,0,0,0,0,0,"3","1","September","1","0","2","2","-1","-1","-1","3","1","3","3","0","medium_spend_cust"
"4028",25,17,0,0,24,13.4,1.7,0.53,1.51,0.42,1,3,1,15,3,6,2,2,0,0,0,0,0,0,1,2,1,1,4,28,0,0,0,1,0,0,0,0,0,0,9,6,0,0,0,4,1,2,0,5,0,2,11,2,66,1,7,0,2.7,0.99,13.05,0,0,2.35,0,4.63,0,0,0,0,0,1.83,0,3.91,0,0,2.68,0,4.66,0,0,0,0,0,0,0,0,1,13,0,1,1,0,0,0,0,0,0,0,0,0,"2","1","September","2","0","4","2","0","16.1","1","1","4","4","3","0","medium_spend_cust"
"4039",79,10,0,34,9,13.8,0.66,-0.41,0.58,-0.54,0,4,1,13,2,2,7,0,2,0,0,0,0,5,1,1,0,1,4,21,0,0,1,1,0,0,0,0,0,0,9,5,0,0,0,5,2,4,1,40,0,30,8,0,0,0,72,0,37.55,3.63,2704.7,0,0,2.44,0,6.69,0,0,0,1,30.75,3.43,2180,7.69,0,0,2.93,0,7.26,1,0,0,1,1,1,0,0,1,25,0,0,1,0,0,0,0,0,1,0,0,0,"3","1","February","6","1","4","5","0","4.7","0","3","1","1","2","0","low_spend_cust"
"4044",55,18,0,4,217,2.9,0.85,-0.16,5.44,1.69,0,2,1,16,3,4,1,1,0,0,0,0,0,0,1,3,1,1,1,21,1,0,1,0,0,0,0,0,0,0,9,5,1,0,0,2,2,2,0,11,0,9,10,8,278.3,1,34,1,11.2,2.42,383.15,1,32.25,3.47,1106.45,7.01,1,48.55,1603.6,1,31.25,3.44,1045,6.95,1,41.05,3.71,1325.7,7.19,0,1,1,1,1,1,1,0,1,22,1,1,1,1,1,0,0,1,0,0,0,0,"1","1","September","1","0","3","5","1","85.3","0","4","3","1","1","1","medium_spend_cust"
"4046",38,9,0,17,32,5.7,0.86,-0.15,0.96,-0.04,0,2,1,9,1,6,2,0,0,0,0,2,0,0,1,2,0,1,1,25,1,0,1,0,0,0,0,1,0,0,1,4,1,1,0,2,4,4,0,20,0,20,12,5,92.94,0,68,0,15.3,2.73,1051.05,1,52.25,3.96,3545.2,8.17,0,0,0,1,33,3.5,2240,7.71,0,0,3.16,0,7.48,1,0,0,1,1,1,1,0,1,27,1,1,1,0,0,0,0,0,1,1,0,0,"4","1","December","4","0","3","4","0","20","0","3","3","3","1","0","medium_spend_cust"
"4048",50,15,0,12,72,9.7,0.54,-0.62,6.45,1.86,0,3,0,-1,-1,1,0,0,0,0,0,0,0,0,1,2,1,0,1,18,1,1,0,0,1,0,1,0,0,0,9,4,0,0,1,4,1,1,0,9,0,8,9,2,43.68,0,25,0,4.8,1.57,118.65,0,0,2.14,0,5.16,0,0,0,1,9.25,2.22,215,5.37,0,0,2.54,0,5.61,0,0,0,0,1,0,0,0,1,15,1,1,1,0,0,1,0,0,1,0,0,0,"2","0","August","1","0","1","3","1","30.4","0","3","2","2","2","0","low_spend_cust"
"4073",73,10,0,20,16,14.1,0.71,-0.34,1.54,0.43,0,5,1,11,1,2,8,0,0,0,0,0,0,8,0,2,1,0,4,26,0,0,0,1,0,0,0,1,0,0,9,5,1,1,0,2,3,2,1,39,0,29,13,4,98.26,0,70,0,17.7,2.87,1386.05,1,43.25,3.77,3079.9,8.03,0,0,0,1,32.25,3.47,2185,7.69,0,0,3.09,0,7.35,1,1,0,1,1,0,1,0,1,25,1,1,1,0,0,0,0,0,1,0,0,0,"2","1","October","1","1","2","4","0","8.7","0","3","1","2","2","0","medium_spend_cust"
"4081",69,15,0,14,49,20.7,0.97,-0.03,9.17,2.22,0,3,0,-1,-1,1,11,0,1,0,0,0,0,10,0,0,-1,0,9,32,0,0,0,0,0,0,0,0,1,0,9,6,1,0,0,3,2,3,0,32,0,25,12,7,176.8,0,64,0,17.05,2.84,1022.5,0,0,2.4,0,6.74,0,0,0,1,13.75,2.62,825,6.72,0,0,2.88,0,7.16,1,0,0,0,1,1,1,0,1,15,1,1,1,0,1,0,0,0,1,0,0,0,"5","0","October","2","0","2","4","-1","-1","-1","2","1","3","3","1","medium_spend_cust"
"4082",18,9,0,0,16,13.4,0.37,-0.99,1.77,0.57,1,1,0,-1,-1,1,5,3,2,0,0,0,0,0,0,3,0,0,1,32,1,0,0,1,0,0,0,0,0,0,9,4,1,0,0,3,2,4,0,0,0,0,14,4,111.75,0,5,1,3.8,1.34,18.95,0,0,2.35,0,4.37,0,0,0,0,0,1.98,0,3.22,0,0,2.64,0,3.71,0,0,0,1,0,0,0,0,1,23,0,0,0,0,0,0,0,0,0,1,0,0,"3","1","May","2","0","1","1","0","6.3","1","2","2","2","3","0","medium_spend_cust"
"4084",57,11,0,5,41,2.7,0.21,-1.56,0.9,-0.11,0,3,0,-1,-1,1,9,2,0,0,0,0,0,7,1,3,1,1,1,24,1,0,0,1,0,0,0,0,0,0,9,5,0,1,0,1,4,4,0,7,0,4,4,7,198.96,0,16,1,4.95,1.6,105.05,1,15.25,2.72,284.75,5.65,0,0,0,0,0,1.7,0,4.38,0,0,2.64,0,5.5,0,0,0,0,0,1,0,0,1,29,1,1,1,0,0,0,1,0,1,0,0,1,"1","0","May","1","0","1","5","0","27.2","0","4","3","1","3","0","low_spend_cust"
"4095",73,14,1,20,12,5.7,0.26,-1.33,0.42,-0.87,0,4,0,-1,-1,1,10,2,0,0,0,0,0,8,0,2,1,0,1,26,1,0,0,0,0,0,0,1,0,0,9,6,1,0,1,2,1,2,0,15,0,10,4,6,74.5,1,28,1,8.55,2.15,264.4,0,0,2.42,0,5.58,0,0,0,0,0,2.01,0,5.08,0,0,2.82,0,5.96,0,0,0,0,0,0,0,0,1,21,1,0,1,0,0,1,0,0,0,0,0,0,"1","1","February","5","1","2","4","1","7.7","0","3","2","4","2","0","low_spend_cust"
"4109",46,21,0,1,32,4.4,0.18,-1.71,1.23,0.21,0,3,0,-1,-1,1,5,3,2,0,0,0,0,0,1,2,1,1,8,21,0,0,0,0,0,1,0,1,0,0,1,3,1,0,0,4,2,4,0,19,0,13,13,2,36.08,0,37,0,8.85,2.18,318.65,1,31,3.43,1144.3,7.04,0,0,0,1,15.25,2.72,510,6.23,1,26.55,3.28,993.7,6.9,0,0,1,1,1,1,0,0,1,14,1,1,1,0,1,0,1,0,0,0,0,0,"4","0","March","2","0","1","4","1","17.2","0","3","1","4","3","2","low_spend_cust"
"4117",25,20,1,0,39,17.2,1.56,0.45,5.15,1.64,0,1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,6,1,1,1,31,1,0,1,1,0,0,0,0,0,1,9,4,0,0,0,1,1,4,0,1,0,2,14,3,99.34,0,5,1,4.5,1.5,24.3,1,17,2.83,92.35,4.53,1,40.2,149.95,1,8.5,2.14,35,3.56,1,23,3.14,79.05,4.37,1,1,1,1,1,1,0,1,1,29,1,1,1,1,1,1,1,1,0,0,0,0,"4","1","April","2","0","3","1","0","15.9","0","4","4","4","1","4","medium_spend_cust"
"4121",38,15,0,8,21,10.1,0.46,-0.77,1.66,0.51,0,4,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,10,25,0,0,0,1,0,0,0,0,0,1,9,5,1,1,1,2,1,4,1,20,0,16,8,7,154.53,1,31,0,8.05,2.09,261.9,0,0,2.6,0,6,0,0,0,1,10.75,2.37,300,5.7,0,0,2.54,0,5.87,0,0,0,0,0,0,0,0,1,17,1,1,1,0,1,1,0,0,0,0,0,0,"1","0","July","5","0","2","3","1","11.7","0","4","1","2","3","3","low_spend_cust"
"4126",37,15,0,10,78,17.1,3.44,1.24,9.9,2.29,0,3,1,12,2,4,1,0,1,0,0,0,0,0,0,2,1,0,10,27,0,1,0,0,1,0,0,0,0,1,9,1,1,0,1,2,1,2,0,19,0,17,10,4,166.85,1,46,0,5.25,1.66,242.7,1,64.75,4.17,2841.2,7.95,0,0,0,1,46.5,3.84,2085,7.64,1,88,4.48,4029.8,8.3,1,1,1,1,1,1,1,0,1,18,1,1,1,1,1,0,1,1,0,1,0,0,"2","0","September","1","0","2","3","0","34.8","1","4","1","2","3","1","medium_spend_cust"
"4131",76,8,0,22,9,7.7,0.18,-1.73,0.51,-0.66,0,5,1,8,1,2,1,1,0,0,0,0,0,0,1,1,0,0,4,21,1,0,0,1,0,0,0,0,0,0,9,1,1,1,1,4,2,4,1,20,0,19,1,0,0,0,43,0,11.8,2.47,502.4,1,32.5,3.48,1391.4,7.24,0,0,0,1,27.25,3.31,1105,7.01,0,0,2.64,0,6.49,0,0,0,1,1,1,0,0,1,20,0,0,0,0,0,0,0,0,1,0,0,0,"1","0","February","6","1","3","4","1","2.3","0","3","3","3","3","0","low_spend_cust"
"4132",24,13,0,1,16,7.1,0.11,-2.23,1.03,0.03,1,1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,1,4,31,0,0,0,1,0,0,0,0,0,0,1,6,1,0,1,2,4,3,0,4,0,3,6,1,17.26,0,9,0,2.35,0.85,36.15,0,0,2.3,0,4.41,0,0,0,0,0,1.83,0,3.81,0,0,2.68,0,4.74,0,0,0,0,0,0,0,0,1,22,1,1,1,0,1,0,0,0,0,0,0,0,"1","0","December","2","0","2","2","1","7","0","3","3","2","1","3","low_spend_cust"
"4135",22,10,0,3,20,4.4,0.01,-4.47,0.87,-0.14,1,2,1,13,2,6,9,1,0,0,0,0,0,8,1,3,1,1,1,25,1,0,0,0,1,0,0,1,0,0,9,6,0,0,1,4,2,2,0,4,1,4,5,9,225.47,1,29,1,10.4,2.34,292.35,0,0,2.67,0,6.07,0,0,0,1,12.75,2.55,355,5.87,0,0,2.68,0,6.1,0,0,0,0,0,0,0,0,1,19,1,1,1,0,0,0,0,0,1,0,0,0,"4","0","January","6","0","1","2","1","10.3","0","3","1","3","3","0","low_spend_cust"
"4139",32,18,0,1,35,17.8,0.55,-0.59,5.68,1.74,0,1,0,-1,-1,1,0,0,0,0,0,0,0,0,1,0,-1,0,4,17,0,0,1,1,0,0,0,0,0,0,9,5,0,0,0,1,1,1,0,7,0,8,11,8,592.61,0,15,0,5.75,1.75,68.9,1,12.5,2.53,179.4,5.19,1,48.25,705,1,16.25,2.79,210,5.35,1,38.45,3.65,571.4,6.35,0,1,1,1,1,1,1,1,1,15,1,1,1,1,1,1,0,1,1,0,0,0,"1","0","May","2","0","1","3","-1","-1","-1","2","4","2","3","3","medium_spend_cust"
"4140",42,13,0,16,76,11.4,4.17,1.43,4.5,1.5,0,4,1,7,1,3,4,2,0,2,0,0,0,0,1,4,1,1,1,31,1,0,0,0,0,0,0,0,0,0,2,2,0,0,1,3,2,1,1,18,1,17,16,4,155.06,0,42,0,17.9,2.88,787.5,1,22.5,3.11,949.7,6.86,0,0,0,1,15.75,2.76,675,6.51,1,27.95,3.33,1074.75,6.98,1,0,0,0,0,1,1,0,1,19,1,1,1,1,1,1,1,0,0,0,0,0,"3","1","October","4","0","1","4","1","38.3","0","4","3","3","3","0","medium_spend_cust"
"4141",21,12,0,1,22,12.8,0.8,-0.23,2.02,0.7,1,3,0,-1,-1,3,3,3,0,0,0,0,0,0,1,1,1,1,10,22,0,1,0,1,0,0,0,0,0,1,9,1,0,1,0,1,2,2,0,3,0,3,11,5,146.13,0,44,0,18.3,2.91,776.3,1,27.25,3.31,1300.55,7.17,0,0,0,1,10.75,2.37,470,6.15,0,0,2.82,0,6.67,1,0,0,1,0,0,0,0,1,20,1,1,1,0,0,1,0,0,1,0,0,0,"1","0","January","1","0","1","1","1","14.6","1","4","2","1","1","0","medium_spend_cust"
"4159",62,19,0,16,76,17.2,5.76,1.75,7.31,1.99,0,5,1,15,3,4,4,0,0,0,0,0,0,4,1,1,0,0,5,29,0,0,0,0,1,0,0,0,1,0,9,3,0,0,0,2,4,3,0,22,0,13,12,4,122.73,0,48,1,5.1,1.63,247.55,0,0,2.35,0,6.32,0,0,0,1,10.5,2.35,495,6.2,0,0,2.7,0,6.67,1,0,0,0,0,0,0,1,1,28,1,1,1,0,1,0,0,0,0,0,0,0,"2","1","November","1","0","1","5","0","39.3","1","4","3","4","2","0","medium_spend_cust"
